angry0,box0,disgust0,fear0,happy0,neutral0,sad0,surprise0
0.15,"[209, 38, 86, 106]",0.0,0.05,0.0,0.51,0.29,0.0
0.17,"[209, 37, 86, 107]",0.0,0.07,0.0,0.41,0.35,0.0
0.17,"[209, 37, 86, 107]",0.0,0.06,0.0,0.44,0.33,0.0
0.13,"[209, 36, 87, 108]",0.0,0.06,0.0,0.41,0.4,0.0
0.2,"[210, 37, 85, 107]",0.0,0.04,0.0,0.46,0.3,0.0
0.06,"[210, 38, 85, 105]",0.0,0.08,0.0,0.3,0.55,0.0
0.06,"[210, 36, 85, 108]",0.0,0.07,0.0,0.15,0.72,0.0
0.05,"[210, 36, 85, 108]",0.0,0.09,0.0,0.18,0.68,0.0
0.05,"[211, 36, 87, 109]",0.0,0.09,0.0,0.12,0.74,0.0
0.12,"[211, 38, 86, 107]",0.0,0.08,0.0,0.34,0.46,0.0
0.14,"[212, 38, 85, 108]",0.0,0.07,0.0,0.35,0.44,0.0
0.2,"[213, 39, 86, 108]",0.0,0.06,0.0,0.33,0.42,0.0
0.2,"[214, 40, 85, 108]",0.0,0.05,0.0,0.36,0.39,0.0
0.17,"[211, 37, 89, 112]",0.0,0.04,0.0,0.37,0.41,0.0
0.2,"[212, 38, 89, 113]",0.0,0.06,0.0,0.28,0.46,0.0
0.11,"[213, 33, 89, 115]",0.0,0.06,0.0,0.29,0.54,0.0
0.19,"[213, 39, 89, 112]",0.0,0.04,0.0,0.35,0.41,0.0
0.1,"[214, 35, 89, 113]",0.0,0.04,0.0,0.37,0.49,0.0
0.09,"[215, 35, 89, 114]",0.0,0.06,0.01,0.31,0.53,0.0
0.11,"[215, 35, 88, 114]",0.0,0.05,0.0,0.32,0.52,0.0
0.08,"[215, 34, 89, 115]",0.0,0.06,0.0,0.27,0.58,0.0
0.09,"[215, 34, 90, 115]",0.0,0.05,0.0,0.31,0.55,0.0
0.09,"[215, 35, 90, 114]",0.0,0.04,0.0,0.29,0.58,0.0
0.06,"[216, 35, 88, 113]",0.0,0.07,0.0,0.32,0.55,0.0
0.09,"[215, 35, 89, 114]",0.0,0.04,0.0,0.31,0.56,0.0
0.05,"[215, 36, 89, 113]",0.0,0.05,0.0,0.11,0.8,0.0
0.03,"[215, 36, 89, 113]",0.0,0.05,0.0,0.09,0.83,0.0
0.02,"[215, 37, 88, 111]",0.0,0.09,0.0,0.1,0.79,0.0
0.04,"[214, 36, 90, 115]",0.0,0.07,0.0,0.11,0.79,0.0
0.03,"[214, 36, 90, 114]",0.0,0.05,0.0,0.07,0.84,0.0
0.02,"[214, 35, 91, 115]",0.0,0.05,0.0,0.07,0.86,0.0
0.04,"[214, 36, 90, 114]",0.0,0.06,0.0,0.07,0.84,0.0
0.02,"[214, 35, 90, 114]",0.0,0.06,0.0,0.08,0.84,0.0
0.03,"[214, 35, 90, 114]",0.0,0.06,0.0,0.12,0.78,0.0
0.05,"[214, 34, 90, 115]",0.0,0.05,0.0,0.25,0.65,0.0
0.16,"[214, 40, 88, 113]",0.0,0.06,0.0,0.25,0.53,0.0
0.25,"[214, 41, 89, 112]",0.0,0.07,0.0,0.21,0.46,0.0
0.05,"[214, 34, 90, 115]",0.0,0.05,0.0,0.35,0.55,0.0
0.06,"[214, 34, 90, 115]",0.0,0.05,0.0,0.38,0.51,0.0
0.19,"[214, 40, 89, 112]",0.0,0.08,0.0,0.28,0.45,0.0
0.24,"[214, 41, 88, 111]",0.0,0.08,0.0,0.3,0.39,0.0
0.25,"[214, 41, 89, 111]",0.0,0.07,0.0,0.29,0.38,0.0
0.05,"[215, 34, 89, 114]",0.0,0.05,0.0,0.36,0.54,0.0
0.06,"[215, 35, 90, 113]",0.0,0.05,0.0,0.39,0.5,0.0
0.2,"[214, 40, 89, 112]",0.0,0.07,0.0,0.27,0.46,0.0
0.19,"[214, 41, 89, 110]",0.0,0.1,0.0,0.34,0.37,0.0
0.07,"[215, 35, 89, 114]",0.0,0.05,0.0,0.28,0.6,0.0
0.08,"[215, 43, 86, 108]",0.0,0.12,0.0,0.14,0.66,0.0
0.02,"[214, 36, 89, 111]",0.0,0.11,0.0,0.07,0.8,0.0
0.03,"[215, 36, 88, 111]",0.0,0.14,0.0,0.07,0.76,0.0
0.06,"[216, 44, 85, 106]",0.0,0.18,0.0,0.13,0.63,0.0
0.05,"[216, 45, 85, 105]",0.0,0.18,0.0,0.14,0.63,0.0
0.04,"[214, 36, 89, 112]",0.0,0.08,0.0,0.08,0.8,0.0
0.04,"[214, 35, 89, 113]",0.0,0.07,0.0,0.12,0.76,0.0
0.02,"[214, 35, 88, 112]",0.0,0.07,0.0,0.09,0.81,0.0
0.03,"[214, 35, 88, 112]",0.0,0.07,0.0,0.11,0.79,0.0
0.02,"[214, 34, 89, 113]",0.0,0.06,0.0,0.09,0.83,0.0
0.03,"[214, 34, 88, 113]",0.0,0.06,0.0,0.15,0.76,0.0
0.0,"[214, 34, 87, 111]",0.0,0.13,0.0,0.16,0.7,0.0
0.01,"[214, 34, 87, 112]",0.0,0.08,0.0,0.21,0.71,0.0
0.01,"[213, 34, 88, 111]",0.0,0.13,0.0,0.16,0.7,0.0
0.09,"[214, 38, 87, 111]",0.0,0.09,0.0,0.14,0.68,0.0
0.15,"[213, 38, 87, 111]",0.0,0.07,0.0,0.3,0.49,0.0
0.25,"[212, 42, 87, 105]",0.0,0.1,0.0,0.37,0.28,0.0
0.23,"[212, 40, 87, 108]",0.0,0.05,0.0,0.41,0.31,0.0
0.11,"[211, 31, 92, 118]",0.0,0.03,0.01,0.51,0.35,0.0
0.09,"[211, 32, 92, 115]",0.0,0.06,0.0,0.37,0.48,0.0
0.15,"[213, 36, 87, 112]",0.0,0.06,0.0,0.34,0.45,0.0
0.3,"[213, 38, 87, 110]",0.0,0.06,0.0,0.3,0.34,0.0
0.23,"[213, 37, 87, 111]",0.0,0.07,0.0,0.34,0.36,0.0
0.21,"[213, 37, 87, 111]",0.0,0.07,0.0,0.33,0.38,0.0
0.21,"[213, 37, 87, 111]",0.0,0.07,0.0,0.32,0.39,0.0
0.2,"[213, 37, 88, 111]",0.0,0.06,0.0,0.4,0.35,0.0
0.2,"[213, 37, 88, 111]",0.0,0.05,0.0,0.39,0.36,0.0
0.19,"[213, 37, 88, 111]",0.0,0.06,0.0,0.39,0.36,0.0
0.1,"[212, 34, 90, 113]",0.0,0.06,0.0,0.37,0.47,0.0
0.1,"[212, 34, 90, 113]",0.0,0.05,0.0,0.37,0.47,0.0
0.07,"[212, 34, 91, 112]",0.0,0.08,0.0,0.35,0.5,0.0
0.12,"[212, 34, 92, 113]",0.0,0.04,0.0,0.34,0.5,0.0
0.11,"[211, 34, 91, 113]",0.0,0.05,0.0,0.41,0.43,0.0
0.11,"[211, 34, 91, 113]",0.0,0.05,0.0,0.41,0.43,0.0
0.09,"[211, 33, 92, 114]",0.0,0.06,0.0,0.35,0.49,0.0
0.1,"[211, 33, 92, 114]",0.0,0.06,0.0,0.35,0.48,0.0
0.12,"[212, 33, 92, 115]",0.0,0.05,0.0,0.28,0.55,0.0
0.09,"[212, 33, 91, 114]",0.0,0.06,0.0,0.36,0.49,0.0
0.09,"[212, 33, 92, 114]",0.0,0.07,0.0,0.33,0.51,0.0
0.15,"[213, 36, 89, 112]",0.0,0.06,0.0,0.35,0.44,0.0
0.21,"[213, 37, 89, 112]",0.0,0.05,0.0,0.31,0.42,0.0
0.22,"[213, 37, 89, 112]",0.0,0.06,0.0,0.31,0.41,0.0
0.18,"[213, 37, 89, 111]",0.0,0.08,0.0,0.32,0.42,0.0
0.16,"[213, 36, 89, 113]",0.0,0.07,0.0,0.29,0.47,0.0
0.21,"[213, 37, 89, 112]",0.0,0.06,0.0,0.33,0.4,0.0
0.15,"[213, 36, 89, 113]",0.0,0.07,0.0,0.28,0.5,0.0
0.15,"[213, 36, 89, 113]",0.0,0.07,0.0,0.26,0.53,0.0
0.21,"[213, 37, 89, 112]",0.0,0.06,0.0,0.27,0.46,0.0
0.24,"[213, 37, 89, 113]",0.0,0.06,0.0,0.21,0.49,0.0
0.18,"[213, 36, 89, 114]",0.0,0.07,0.0,0.22,0.52,0.0
0.24,"[213, 39, 88, 109]",0.0,0.06,0.0,0.36,0.34,0.0
0.24,"[213, 39, 88, 110]",0.0,0.07,0.0,0.31,0.38,0.0
0.2,"[213, 37, 89, 112]",0.0,0.07,0.0,0.3,0.43,0.0
0.12,"[213, 36, 89, 113]",0.0,0.05,0.0,0.27,0.55,0.0
0.23,"[213, 37, 89, 113]",0.0,0.06,0.0,0.22,0.5,0.0
0.25,"[213, 37, 89, 113]",0.0,0.06,0.0,0.22,0.47,0.0
0.23,"[213, 37, 90, 113]",0.0,0.04,0.0,0.3,0.43,0.0
0.2,"[213, 37, 90, 113]",0.0,0.05,0.0,0.32,0.43,0.0
0.16,"[213, 36, 90, 115]",0.0,0.09,0.0,0.29,0.46,0.0
0.11,"[212, 35, 91, 117]",0.0,0.17,0.01,0.26,0.41,0.04
0.16,"[214, 35, 89, 114]",0.0,0.22,0.01,0.18,0.29,0.15
0.08,"[210, 34, 95, 122]",0.0,0.2,0.01,0.21,0.29,0.21
0.08,"[209, 27, 101, 131]",0.0,0.17,0.02,0.14,0.2,0.39
0.07,"[211, 32, 94, 123]",0.0,0.2,0.01,0.16,0.3,0.26
0.08,"[211, 33, 90, 119]",0.0,0.16,0.01,0.16,0.28,0.31
0.09,"[206, 23, 97, 130]",0.0,0.23,0.01,0.11,0.24,0.32
0.06,"[213, 29, 91, 118]",0.0,0.18,0.01,0.08,0.17,0.49
0.04,"[205, 19, 100, 134]",0.0,0.14,0.0,0.01,0.04,0.78
0.05,"[210, 25, 93, 121]",0.0,0.23,0.0,0.02,0.05,0.66
0.08,"[208, 23, 94, 126]",0.0,0.25,0.0,0.01,0.04,0.61
0.09,"[208, 23, 91, 122]",0.0,0.26,0.0,0.01,0.03,0.61
0.04,"[210, 20, 93, 123]",0.0,0.28,0.0,0.01,0.03,0.64
0.03,"[209, 21, 93, 120]",0.0,0.2,0.0,0.01,0.01,0.75
0.06,"[209, 22, 91, 118]",0.0,0.3,0.0,0.02,0.02,0.6
0.05,"[204, 15, 95, 128]",0.0,0.24,0.0,0.01,0.03,0.66
0.05,"[202, 14, 96, 127]",0.0,0.29,0.01,0.02,0.03,0.61
0.03,"[207, 17, 89, 117]",0.0,0.14,0.0,0.01,0.01,0.8
0.17,"[200, 16, 96, 127]",0.0,0.27,0.01,0.01,0.03,0.51
0.18,"[199, 16, 96, 127]",0.0,0.41,0.01,0.01,0.04,0.36
0.18,"[199, 15, 95, 127]",0.0,0.35,0.02,0.01,0.04,0.4
0.26,"[200, 15, 93, 125]",0.0,0.39,0.02,0.01,0.04,0.28
0.18,"[198, 14, 95, 127]",0.0,0.33,0.03,0.01,0.02,0.43
0.21,"[199, 14, 93, 126]",0.0,0.47,0.03,0.01,0.04,0.25
0.15,"[199, 14, 92, 124]",0.0,0.27,0.02,0.0,0.01,0.54
0.2,"[198, 14, 94, 125]",0.0,0.32,0.03,0.0,0.01,0.43
0.24,"[199, 15, 94, 125]",0.0,0.41,0.04,0.01,0.04,0.26
0.14,"[199, 16, 94, 124]",0.0,0.32,0.01,0.0,0.02,0.5
0.16,"[201, 15, 92, 125]",0.0,0.34,0.03,0.01,0.02,0.44
0.14,"[202, 16, 91, 123]",0.0,0.25,0.02,0.0,0.01,0.58
0.14,"[202, 16, 93, 124]",0.0,0.4,0.02,0.01,0.02,0.41
0.14,"[202, 16, 92, 124]",0.0,0.37,0.03,0.0,0.02,0.44
0.16,"[202, 16, 93, 123]",0.0,0.29,0.01,0.01,0.02,0.51
0.14,"[202, 17, 93, 123]",0.0,0.36,0.02,0.0,0.01,0.47
0.1,"[202, 17, 93, 124]",0.0,0.31,0.02,0.01,0.01,0.56
0.1,"[202, 15, 93, 125]",0.0,0.38,0.02,0.01,0.02,0.48
0.05,"[203, 18, 92, 119]",0.0,0.26,0.01,0.01,0.01,0.66
0.05,"[203, 18, 93, 121]",0.0,0.34,0.01,0.01,0.02,0.58
0.07,"[201, 17, 93, 122]",0.0,0.38,0.02,0.01,0.02,0.51
0.09,"[202, 17, 93, 119]",0.0,0.34,0.04,0.02,0.02,0.5
0.09,"[203, 17, 92, 119]",0.0,0.36,0.02,0.02,0.02,0.5
0.09,"[203, 17, 92, 120]",0.0,0.43,0.03,0.02,0.03,0.4
0.06,"[203, 18, 92, 117]",0.0,0.33,0.03,0.02,0.02,0.55
0.08,"[204, 17, 91, 117]",0.0,0.33,0.03,0.02,0.03,0.53
0.06,"[205, 18, 89, 115]",0.0,0.29,0.02,0.02,0.02,0.59
0.07,"[203, 17, 92, 118]",0.0,0.32,0.03,0.02,0.03,0.53
0.08,"[204, 18, 91, 117]",0.0,0.32,0.02,0.03,0.03,0.53
0.1,"[204, 18, 90, 116]",0.0,0.33,0.02,0.02,0.02,0.51
0.06,"[207, 23, 86, 112]",0.0,0.27,0.01,0.02,0.02,0.63
0.06,"[208, 23, 85, 112]",0.0,0.33,0.02,0.01,0.02,0.56
0.07,"[207, 23, 87, 114]",0.0,0.47,0.02,0.02,0.04,0.38
0.06,"[207, 23, 87, 114]",0.0,0.47,0.01,0.02,0.04,0.39
0.05,"[207, 22, 86, 114]",0.0,0.27,0.01,0.02,0.02,0.64
0.05,"[207, 23, 86, 112]",0.0,0.22,0.01,0.01,0.02,0.69
0.08,"[207, 22, 88, 116]",0.0,0.41,0.01,0.02,0.04,0.43
0.07,"[207, 23, 87, 114]",0.0,0.43,0.01,0.02,0.05,0.42
0.07,"[207, 23, 87, 114]",0.0,0.41,0.01,0.02,0.04,0.45
0.07,"[207, 23, 87, 114]",0.0,0.43,0.01,0.02,0.05,0.42
0.06,"[201, 17, 93, 122]",0.0,0.26,0.03,0.01,0.01,0.62
0.06,"[201, 17, 93, 122]",0.0,0.26,0.03,0.01,0.01,0.63
0.06,"[202, 17, 92, 122]",0.0,0.27,0.02,0.01,0.01,0.62
0.07,"[202, 17, 92, 121]",0.0,0.27,0.03,0.02,0.02,0.59
0.09,"[201, 17, 93, 123]",0.0,0.3,0.02,0.02,0.03,0.54
0.1,"[202, 17, 92, 123]",0.0,0.43,0.03,0.04,0.05,0.35
0.11,"[201, 18, 93, 123]",0.0,0.31,0.03,0.02,0.04,0.49
0.09,"[200, 18, 94, 126]",0.0,0.3,0.03,0.01,0.03,0.53
0.11,"[201, 19, 92, 124]",0.0,0.4,0.02,0.02,0.05,0.4
0.17,"[201, 19, 93, 124]",0.0,0.44,0.03,0.03,0.06,0.28
0.12,"[208, 24, 87, 114]",0.0,0.45,0.03,0.04,0.07,0.29
0.18,"[208, 24, 87, 115]",0.0,0.41,0.03,0.06,0.08,0.24
0.16,"[208, 24, 87, 115]",0.0,0.47,0.04,0.06,0.06,0.21
0.11,"[202, 19, 91, 123]",0.0,0.38,0.03,0.16,0.08,0.25
0.1,"[202, 19, 91, 123]",0.0,0.36,0.03,0.17,0.07,0.27
0.14,"[202, 19, 91, 124]",0.0,0.28,0.02,0.33,0.11,0.12
0.13,"[202, 20, 90, 121]",0.0,0.17,0.01,0.52,0.13,0.04
0.12,"[207, 24, 85, 115]",0.0,0.13,0.01,0.58,0.12,0.04
0.14,"[207, 24, 85, 114]",0.0,0.22,0.01,0.45,0.12,0.06
0.09,"[207, 24, 85, 113]",0.0,0.06,0.01,0.73,0.09,0.03
0.22,"[207, 24, 85, 114]",0.0,0.08,0.01,0.56,0.09,0.04
0.12,"[205, 22, 86, 115]",0.0,0.05,0.03,0.68,0.1,0.02
0.21,"[208, 25, 84, 112]",0.0,0.08,0.01,0.51,0.15,0.03
0.22,"[208, 26, 83, 111]",0.0,0.08,0.01,0.52,0.15,0.02
0.15,"[205, 23, 86, 113]",0.0,0.04,0.02,0.63,0.15,0.01
0.19,"[204, 24, 86, 112]",0.0,0.05,0.02,0.61,0.11,0.01
0.14,"[205, 24, 85, 112]",0.0,0.03,0.02,0.7,0.1,0.01
0.15,"[206, 24, 85, 111]",0.0,0.04,0.02,0.63,0.15,0.01
0.03,"[204, 23, 87, 113]",0.0,0.11,0.0,0.25,0.6,0.0
0.03,"[206, 24, 85, 111]",0.0,0.13,0.0,0.38,0.45,0.0
0.03,"[205, 23, 87, 112]",0.0,0.11,0.0,0.23,0.63,0.0
0.07,"[205, 24, 86, 111]",0.0,0.09,0.0,0.39,0.45,0.01
0.23,"[207, 27, 84, 109]",0.0,0.06,0.0,0.3,0.4,0.0
0.2,"[206, 23, 86, 112]",0.0,0.04,0.0,0.38,0.38,0.0
0.34,"[206, 28, 84, 107]",0.0,0.04,0.0,0.32,0.29,0.0
0.2,"[204, 22, 87, 114]",0.0,0.11,0.01,0.39,0.27,0.02
0.18,"[203, 22, 89, 116]",0.0,0.12,0.01,0.38,0.2,0.1
0.25,"[203, 24, 85, 114]",0.0,0.17,0.01,0.3,0.16,0.11
0.22,"[203, 24, 85, 115]",0.0,0.19,0.0,0.23,0.18,0.17
0.22,"[202, 25, 86, 114]",0.0,0.21,0.0,0.22,0.16,0.19
0.2,"[201, 25, 85, 114]",0.0,0.16,0.01,0.32,0.12,0.2
0.15,"[202, 25, 85, 113]",0.0,0.19,0.01,0.37,0.2,0.08
0.15,"[201, 28, 84, 111]",0.0,0.2,0.0,0.3,0.19,0.16
0.1,"[200, 26, 85, 113]",0.0,0.19,0.01,0.39,0.21,0.1
0.21,"[201, 26, 84, 113]",0.0,0.17,0.01,0.31,0.18,0.14
0.17,"[201, 28, 85, 111]",0.0,0.16,0.0,0.4,0.22,0.03
0.23,"[202, 29, 85, 110]",0.0,0.15,0.0,0.3,0.3,0.02
0.18,"[201, 28, 86, 111]",0.0,0.14,0.0,0.37,0.29,0.01
0.19,"[199, 24, 88, 116]",0.0,0.12,0.0,0.41,0.27,0.01
0.16,"[202, 26, 85, 112]",0.0,0.08,0.01,0.49,0.26,0.0
0.15,"[203, 25, 85, 111]",0.0,0.09,0.01,0.52,0.22,0.01
0.18,"[203, 25, 86, 111]",0.0,0.11,0.01,0.47,0.23,0.01
0.13,"[201, 24, 86, 115]",0.0,0.07,0.02,0.59,0.17,0.02
0.21,"[204, 25, 87, 112]",0.0,0.08,0.0,0.38,0.32,0.0
0.2,"[204, 25, 87, 113]",0.0,0.09,0.0,0.36,0.34,0.0
0.12,"[203, 25, 88, 112]",0.0,0.11,0.01,0.47,0.29,0.01
0.23,"[205, 29, 86, 109]",0.0,0.16,0.0,0.23,0.38,0.0
0.16,"[205, 29, 86, 110]",0.0,0.21,0.0,0.24,0.37,0.01
0.16,"[205, 29, 86, 111]",0.0,0.22,0.0,0.25,0.36,0.01
0.12,"[206, 30, 84, 108]",0.0,0.15,0.0,0.37,0.36,0.0
0.14,"[206, 31, 85, 107]",0.0,0.15,0.0,0.29,0.43,0.0
0.11,"[208, 29, 84, 106]",0.0,0.23,0.0,0.25,0.4,0.0
0.16,"[209, 30, 81, 104]",0.0,0.19,0.0,0.23,0.42,0.0
0.2,"[208, 29, 83, 108]",0.0,0.21,0.0,0.26,0.32,0.0
0.2,"[207, 29, 84, 109]",0.0,0.24,0.0,0.37,0.18,0.01
0.14,"[202, 24, 89, 116]",0.0,0.22,0.01,0.43,0.19,0.01
0.14,"[204, 24, 88, 115]",0.0,0.15,0.01,0.43,0.25,0.01
0.16,"[204, 24, 90, 116]",0.0,0.12,0.02,0.41,0.28,0.01
0.13,"[204, 24, 89, 116]",0.0,0.09,0.03,0.45,0.29,0.02
0.15,"[207, 28, 85, 110]",0.0,0.11,0.02,0.43,0.29,0.01
0.26,"[207, 29, 85, 109]",0.0,0.08,0.02,0.38,0.26,0.0
0.2,"[207, 28, 84, 110]",0.0,0.06,0.0,0.32,0.41,0.0
0.24,"[207, 29, 86, 109]",0.0,0.1,0.01,0.27,0.38,0.0
0.23,"[207, 29, 85, 109]",0.0,0.12,0.01,0.27,0.37,0.0
0.22,"[207, 29, 86, 110]",0.0,0.12,0.03,0.33,0.3,0.0
0.19,"[207, 28, 86, 112]",0.0,0.1,0.03,0.32,0.36,0.01
0.19,"[206, 29, 85, 112]",0.0,0.12,0.03,0.37,0.28,0.01
0.18,"[206, 29, 85, 112]",0.0,0.14,0.02,0.36,0.29,0.01
0.16,"[205, 30, 86, 111]",0.0,0.19,0.01,0.36,0.28,0.01
0.16,"[205, 29, 86, 112]",0.0,0.14,0.01,0.43,0.25,0.01
0.13,"[205, 30, 86, 111]",0.0,0.18,0.01,0.37,0.31,0.0
0.11,"[205, 30, 86, 111]",0.0,0.15,0.01,0.44,0.29,0.0
0.13,"[207, 28, 86, 113]",0.0,0.08,0.03,0.44,0.31,0.01
0.13,"[207, 28, 86, 113]",0.0,0.1,0.02,0.43,0.31,0.01
0.16,"[207, 29, 86, 111]",0.0,0.11,0.02,0.42,0.3,0.01
0.11,"[205, 27, 87, 114]",0.0,0.09,0.01,0.41,0.37,0.0
0.12,"[205, 27, 87, 114]",0.0,0.09,0.01,0.43,0.34,0.0
0.12,"[205, 27, 87, 115]",0.0,0.09,0.01,0.54,0.24,0.01
0.15,"[207, 29, 86, 111]",0.0,0.1,0.02,0.44,0.29,0.01
0.15,"[207, 29, 86, 111]",0.0,0.1,0.02,0.42,0.32,0.01
0.13,"[207, 30, 85, 110]",0.0,0.12,0.02,0.38,0.35,0.01
0.16,"[206, 29, 86, 110]",0.0,0.09,0.01,0.41,0.32,0.0
0.16,"[206, 29, 87, 111]",0.0,0.09,0.01,0.32,0.41,0.0
0.14,"[206, 29, 86, 111]",0.0,0.09,0.0,0.27,0.48,0.0
0.15,"[206, 29, 86, 111]",0.0,0.09,0.0,0.28,0.48,0.0
0.12,"[206, 30, 87, 110]",0.0,0.14,0.0,0.27,0.46,0.0
0.13,"[207, 29, 87, 112]",0.0,0.16,0.01,0.28,0.41,0.02
0.16,"[207, 28, 86, 113]",0.0,0.16,0.01,0.27,0.37,0.04
0.11,"[207, 29, 87, 113]",0.0,0.19,0.01,0.31,0.35,0.04
0.11,"[207, 29, 87, 113]",0.0,0.2,0.01,0.31,0.34,0.04
0.09,"[207, 29, 87, 112]",0.0,0.17,0.0,0.34,0.36,0.03
0.09,"[208, 29, 87, 113]",0.0,0.2,0.01,0.33,0.34,0.03
0.09,"[208, 29, 87, 113]",0.0,0.2,0.01,0.34,0.33,0.03
0.08,"[208, 29, 88, 113]",0.0,0.2,0.01,0.31,0.36,0.04
0.09,"[208, 29, 88, 113]",0.0,0.19,0.01,0.33,0.32,0.05
0.12,"[208, 29, 88, 114]",0.0,0.18,0.01,0.35,0.32,0.02
0.09,"[209, 29, 87, 113]",0.0,0.18,0.01,0.36,0.34,0.02
0.09,"[209, 29, 88, 113]",0.0,0.18,0.01,0.34,0.36,0.02
0.04,"[209, 30, 88, 113]",0.0,0.23,0.0,0.23,0.49,0.02
0.01,"[210, 30, 86, 113]",0.0,0.22,0.0,0.21,0.54,0.01
0.02,"[210, 30, 87, 113]",0.0,0.24,0.0,0.2,0.52,0.02
0.01,"[211, 28, 89, 114]",0.0,0.3,0.0,0.12,0.53,0.04
0.01,"[211, 28, 87, 117]",0.0,0.31,0.0,0.16,0.42,0.08
0.01,"[211, 28, 89, 117]",0.0,0.34,0.0,0.14,0.42,0.08
0.02,"[212, 27, 89, 117]",0.0,0.32,0.0,0.14,0.49,0.03
0.11,"[213, 25, 89, 116]",0.0,0.24,0.0,0.24,0.38,0.03
0.17,"[214, 24, 89, 118]",0.0,0.2,0.0,0.2,0.37,0.06
0.1,"[208, 20, 96, 125]",0.0,0.14,0.01,0.43,0.3,0.02
0.15,"[213, 23, 91, 122]",0.0,0.25,0.0,0.17,0.34,0.09
0.11,"[213, 23, 94, 123]",0.0,0.23,0.0,0.14,0.33,0.19
0.08,"[219, 26, 86, 114]",0.0,0.2,0.0,0.21,0.43,0.08
0.14,"[213, 23, 92, 124]",0.0,0.23,0.0,0.17,0.24,0.21
0.13,"[212, 23, 92, 125]",0.0,0.18,0.0,0.18,0.23,0.27
0.09,"[212, 24, 91, 122]",0.0,0.19,0.01,0.23,0.32,0.17
0.08,"[212, 25, 91, 120]",0.0,0.18,0.01,0.27,0.37,0.09
0.12,"[215, 29, 87, 113]",0.0,0.26,0.0,0.22,0.32,0.09
0.08,"[213, 28, 89, 115]",0.0,0.2,0.0,0.35,0.31,0.06
0.09,"[213, 27, 88, 115]",0.0,0.14,0.0,0.36,0.39,0.02
0.07,"[212, 28, 88, 113]",0.0,0.15,0.0,0.34,0.42,0.02
0.08,"[211, 27, 90, 114]",0.0,0.1,0.0,0.39,0.42,0.01
0.1,"[211, 26, 88, 115]",0.0,0.12,0.0,0.31,0.46,0.01
0.11,"[210, 26, 90, 115]",0.0,0.13,0.0,0.28,0.46,0.01
0.11,"[209, 26, 89, 114]",0.0,0.1,0.0,0.33,0.45,0.01
0.12,"[209, 25, 89, 115]",0.0,0.09,0.0,0.35,0.43,0.01
0.15,"[208, 25, 90, 115]",0.0,0.15,0.0,0.22,0.47,0.01
0.13,"[207, 25, 91, 115]",0.0,0.14,0.0,0.3,0.4,0.01
0.14,"[207, 26, 90, 114]",0.0,0.14,0.01,0.38,0.32,0.01
0.13,"[207, 26, 90, 116]",0.0,0.11,0.02,0.39,0.34,0.01
0.16,"[208, 23, 89, 118]",0.0,0.09,0.03,0.39,0.32,0.01
0.16,"[207, 26, 90, 114]",0.0,0.11,0.02,0.33,0.36,0.01
0.13,"[207, 25, 91, 114]",0.0,0.08,0.04,0.34,0.41,0.0
0.18,"[207, 23, 91, 117]",0.0,0.08,0.03,0.31,0.38,0.01
0.19,"[208, 26, 89, 112]",0.0,0.05,0.01,0.2,0.55,0.0
0.14,"[208, 25, 89, 114]",0.0,0.05,0.01,0.24,0.56,0.0
0.19,"[208, 25, 90, 115]",0.0,0.07,0.01,0.23,0.49,0.0
0.2,"[208, 25, 90, 115]",0.0,0.11,0.01,0.2,0.48,0.0
0.24,"[208, 25, 89, 114]",0.0,0.14,0.01,0.27,0.35,0.0
0.13,"[208, 23, 90, 118]",0.0,0.11,0.01,0.34,0.4,0.01
0.13,"[207, 23, 91, 117]",0.0,0.14,0.01,0.31,0.41,0.0
0.16,"[207, 23, 91, 118]",0.0,0.11,0.02,0.34,0.37,0.0
0.15,"[205, 20, 92, 121]",0.0,0.13,0.03,0.33,0.35,0.01
0.13,"[204, 20, 93, 121]",0.0,0.09,0.03,0.36,0.39,0.01
0.13,"[201, 17, 98, 123]",0.0,0.09,0.04,0.41,0.33,0.01
0.13,"[201, 18, 99, 122]",0.0,0.07,0.04,0.41,0.34,0.01
0.13,"[202, 18, 98, 122]",0.0,0.07,0.04,0.41,0.34,0.01
0.12,"[202, 18, 97, 122]",0.0,0.07,0.03,0.45,0.32,0.01
0.12,"[201, 18, 98, 121]",0.0,0.08,0.03,0.49,0.27,0.01
0.1,"[202, 18, 97, 120]",0.0,0.03,0.05,0.54,0.28,0.0
0.11,"[202, 17, 97, 123]",0.0,0.06,0.06,0.49,0.28,0.01
0.12,"[201, 17, 98, 122]",0.0,0.06,0.11,0.47,0.23,0.01
0.12,"[201, 16, 99, 123]",0.0,0.06,0.11,0.45,0.24,0.01
0.15,"[201, 16, 99, 124]",0.0,0.1,0.08,0.3,0.36,0.01
0.14,"[204, 19, 93, 120]",0.0,0.08,0.07,0.44,0.27,0.0
0.16,"[204, 17, 93, 121]",0.0,0.1,0.05,0.4,0.28,0.01
0.14,"[202, 16, 94, 122]",0.0,0.1,0.05,0.49,0.21,0.0
0.18,"[204, 20, 90, 115]",0.0,0.13,0.03,0.45,0.21,0.0
0.16,"[203, 17, 91, 116]",0.0,0.09,0.02,0.4,0.33,0.0
0.26,"[204, 16, 89, 114]",0.0,0.06,0.01,0.36,0.31,0.0
